path,label,label_id,stem,frames,width,height,fps,any_hand_rate
/vol/input/Animals/2. Cat/MVI_3063.MOV,cat,78,MVI_3063,74,1920,1080,25.0,1.0
/vol/input/Animals/2. Cat/MVI_3064.MOV,cat,78,MVI_3064,77,1920,1080,25.0,1.0
/vol/input/Animals/2. Cat/MVI_3065.MOV,cat,78,MVI_3065,80,1920,1080,25.0,1.0
/vol/input/Animals/2. Cat/MVI_3088.MOV,cat,78,MVI_3088,70,1920,1080,25.0,1.0
/vol/input/Animals/2. Cat/MVI_3089.MOV,cat,78,MVI_3089,80,1920,1080,25.0,1.0
/vol/input/Animals/2. Cat/MVI_3090.MOV,cat,78,MVI_3090,79,1920,1080,25.0,1.0
/vol/input/Animals/2. Cat/MVI_4149.MOV,cat,78,MVI_4149,61,1920,1080,25.0,1.0
/vol/input/Animals/2. Cat/MVI_4150.MOV,cat,78,MVI_4150,59,1920,1080,25.0,1.0
/vol/input/Animals/2. Cat/MVI_4151.MOV,cat,78,MVI_4151,48,1920,1080,25.0,1.0
/vol/input/Animals/2. Cat/MVI_8562.MP4,cat,78,MVI_8562,77,1920,1080,25.0,1.0
/vol/input/Animals/2. Cat/MVI_8563.MP4,cat,78,MVI_8563,69,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_4537.MOV,cell_phone,7,MVI_4537,48,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_4538.MOV,cell_phone,7,MVI_4538,47,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_4539.MOV,cell_phone,7,MVI_4539,53,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_4540.MOV,cell_phone,7,MVI_4540,45,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_4967.MOV,cell_phone,7,MVI_4967,55,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_4968.MOV,cell_phone,7,MVI_4968,59,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_4969.MOV,cell_phone,7,MVI_4969,68,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_5391.MOV,cell_phone,7,MVI_5391,46,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_5392.MOV,cell_phone,7,MVI_5392,53,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_5393.MOV,cell_phone,7,MVI_5393,53,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_5394.MOV,cell_phone,7,MVI_5394,60,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_9100.MP4,cell_phone,7,MVI_9100,73,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_9101.MP4,cell_phone,7,MVI_9101,69,1920,1080,25.0,1.0
/vol/input/Electronics/54. Cell phone/MVI_9102.MP4,cell_phone,7,MVI_9102,62,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_4348.MOV,chair,79,MVI_4348,52,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_4349.MOV,chair,79,MVI_4349,42,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_4350.MOV,chair,79,MVI_4350,49,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_4351.MOV,chair,79,MVI_4351,44,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_4872.MOV,chair,79,MVI_4872,52,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_4873.MOV,chair,79,MVI_4873,55,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_4874.MOV,chair,79,MVI_4874,51,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_8754.MP4,chair,79,MVI_8754,59,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_8755.MP4,chair,79,MVI_8755,66,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_8756.MP4,chair,79,MVI_8756,50,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_8757.MP4,chair,79,MVI_8757,60,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_9004.MP4,chair,79,MVI_9004,54,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_9005.MP4,chair,79,MVI_9005,47,1920,1080,25.0,1.0
/vol/input/Home/25. Chair/MVI_9006.MP4,chair,79,MVI_9006,61,1920,1080,25.0,1.0
/vol/input/Adjectives/16. cheap/MVI_9617.MOV,cheap,80,MVI_9617,56,1920,1080,25.0,1.0
/vol/input/Adjectives/16. cheap/MVI_9618.MOV,cheap,80,MVI_9618,64,1920,1080,25.0,1.0
/vol/input/Adjectives/16. cheap/MVI_9619.MOV,cheap,80,MVI_9619,65,1920,1080,25.0,1.0
/vol/input/Adjectives/16. cheap/MVI_9620.MOV,cheap,80,MVI_9620,60,1920,1080,25.0,1.0
/vol/input/Adjectives/16. cheap/MVI_9750.MOV,cheap,80,MVI_9750,61,1920,1080,25.0,1.0
/vol/input/Adjectives/16. cheap/MVI_9751.MOV,cheap,80,MVI_9751,70,1920,1080,25.0,1.0
/vol/input/Adjectives/16. cheap/MVI_9752.MOV,cheap,80,MVI_9752,66,1920,1080,25.0,1.0
/vol/input/Adjectives/16. cheap/MVI_9754.MOV,cheap,80,MVI_9754,60,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_3820.MOV,child,81,MVI_3820,58,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_3821.MOV,child,81,MVI_3821,51,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_3822.MOV,child,81,MVI_3822,56,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_3968.MOV,child,81,MVI_3968,95,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_3969.MOV,child,81,MVI_3969,92,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_3970.MOV,child,81,MVI_3970,92,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_4116.MOV,child,81,MVI_4116,53,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_4117.MOV,child,81,MVI_4117,44,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_4118.MOV,child,81,MVI_4118,48,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_4244.MOV,child,81,MVI_4244,44,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_4991.MOV,child,81,MVI_4991,39,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_4992.MOV,child,81,MVI_4992,37,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_4993.MOV,child,81,MVI_4993,37,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_5138.MOV,child,81,MVI_5138,49,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_5139.MOV,child,81,MVI_5139,52,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_5140.MOV,child,81,MVI_5140,52,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_5293.MOV,child,81,MVI_5293,47,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_5294.MOV,child,81,MVI_5294,53,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_5295.MOV,child,81,MVI_5295,49,1920,1080,25.0,1.0
/vol/input/People/79. Child/MVI_8646.MP4,child,81,MVI_8646,52,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3263.MOV,city,82,MVI_3263,90,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3264.MOV,city,82,MVI_3264,65,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3265.MOV,city,82,MVI_3265,84,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3266.MOV,city,82,MVI_3266,81,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3345.MOV,city,82,MVI_3345,92,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3346.MOV,city,82,MVI_3346,64,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3347.MOV,city,82,MVI_3347,63,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3348.MOV,city,82,MVI_3348,57,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3430.MOV,city,82,MVI_3430,72,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3431.MOV,city,82,MVI_3431,68,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3432.MOV,city,82,MVI_3432,64,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3434.MOV,city,82,MVI_3434,70,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3508.MOV,city,82,MVI_3508,68,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3509.MOV,city,82,MVI_3509,59,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3510.MOV,city,82,MVI_3510,70,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3512.MOV,city,82,MVI_3512,60,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3589.MOV,city,82,MVI_3589,70,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3590.MOV,city,82,MVI_3590,63,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3591.MOV,city,82,MVI_3591,60,1920,1080,25.0,1.0
/vol/input/Places/18. City/MVI_3592.MOV,city,82,MVI_3592,54,1920,1080,25.0,1.0
/vol/input/Adjectives/29. clean/MVI_9679.MOV,clean,83,MVI_9679,69,1920,1080,25.0,1.0
/vol/input/Adjectives/29. clean/MVI_9680.MOV,clean,83,MVI_9680,65,1920,1080,25.0,1.0
/vol/input/Adjectives/29. clean/MVI_9681.MOV,clean,83,MVI_9681,65,1920,1080,25.0,1.0
/vol/input/Adjectives/29. clean/MVI_9682.MOV,clean,83,MVI_9682,65,1920,1080,25.0,1.0
/vol/input/Adjectives/29. clean/MVI_9806.MOV,clean,83,MVI_9806,65,1920,1080,25.0,1.0
/vol/input/Adjectives/29. clean/MVI_9807.MOV,clean,83,MVI_9807,61,1920,1080,25.0,1.0
/vol/input/Adjectives/29. clean/MVI_9808.MOV,clean,83,MVI_9808,59,1920,1080,25.0,1.0
/vol/input/Adjectives/29. clean/MVI_9809.MOV,clean,83,MVI_9809,59,1920,1080,25.0,1.0
/vol/input/Electronics/51. Clock/MVI_4524.MOV,clock,84,MVI_4524,79,1920,1080,25.0,1.0
/vol/input/Electronics/51. Clock/MVI_4525.MOV,clock,84,MVI_4525,102,1920,1080,25.0,1.0
/vol/input/Electronics/51. Clock/MVI_4526.MOV,clock,84,MVI_4526,85,1920,1080,25.0,1.0
/vol/input/Electronics/51. Clock/MVI_4527.MOV,clock,84,MVI_4527,90,1920,1080,25.0,1.0
/vol/input/Electronics/51. Clock/MVI_4959.MOV,clock,84,MVI_4959,58,1920,1080,25.0,1.0
/vol/input/Electronics/51. Clock/MVI_4960.MOV,clock,84,MVI_4960,57,1920,1080,25.0,1.0
/vol/input/Electronics/51. Clock/MVI_5379.MOV,clock,84,MVI_5379,57,1920,1080,25.0,1.0
/vol/input/Electronics/51. Clock/MVI_5380.MOV,clock,84,MVI_5380,63,1920,1080,25.0,1.0
/vol/input/Electronics/51. Clock/MVI_5381.MOV,clock,84,MVI_5381,59,1920,1080,25.0,1.0
/vol/input/Electronics/51. Clock/MVI_5382.MOV,clock,84,MVI_5382,74,1920,1080,25.0,1.0
/vol/input/Electronics/51. Clock/MVI_9091.MP4,clock,84,MVI_9091,81,1920,1080,25.0,1.0
/vol/input/Electronics/51. Clock/MVI_9092.MP4,clock,84,MVI_9092,82,1920,1080,25.0,1.0
/vol/input/Electronics/51. Clock/MVI_9093.MP4,clock,84,MVI_9093,84,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_3716.MOV,clothing,85,MVI_3716,61,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_3717.MOV,clothing,85,MVI_3717,61,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_3718.MOV,clothing,85,MVI_3718,53,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_3863.MOV,clothing,85,MVI_3863,83,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_3864.MOV,clothing,85,MVI_3864,75,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_3865.MOV,clothing,85,MVI_3865,74,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_4014.MOV,clothing,85,MVI_4014,61,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_4015.MOV,clothing,85,MVI_4015,62,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_4016.MOV,clothing,85,MVI_4016,61,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_4206.MOV,clothing,85,MVI_4206,50,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_4894.MOV,clothing,85,MVI_4894,59,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_4895.MOV,clothing,85,MVI_4895,58,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_4896.MOV,clothing,85,MVI_4896,50,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_5034.MOV,clothing,85,MVI_5034,49,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_5035.MOV,clothing,85,MVI_5035,44,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_5036.MOV,clothing,85,MVI_5036,49,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_5181.MOV,clothing,85,MVI_5181,58,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_5182.MOV,clothing,85,MVI_5182,57,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_5183.MOV,clothing,85,MVI_5183,54,1920,1080,25.0,1.0
/vol/input/Clothes/46. Clothing/MVI_8611.MP4,clothing,85,MVI_8611,67,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_5139.MOV,cold,86,MVI_5139,56,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_5140.MOV,cold,86,MVI_5140,71,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_5219.MOV,cold,86,MVI_5219,56,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_5220.MOV,cold,86,MVI_5220,52,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_5221.MOV,cold,86,MVI_5221,55,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_5298.MOV,cold,86,MVI_5298,52,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_5299.MOV,cold,86,MVI_5299,57,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_5300.MOV,cold,86,MVI_5300,54,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_9250.MOV,cold,86,MVI_9250,48,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_9251.MOV,cold,86,MVI_9251,48,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_9252.MOV,cold,86,MVI_9252,49,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_9331.MOV,cold,86,MVI_9331,47,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_9332.MOV,cold,86,MVI_9332,49,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_9333.MOV,cold,86,MVI_9333,51,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_9411.MOV,cold,86,MVI_9411,54,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_9412.MOV,cold,86,MVI_9412,53,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_9413.MOV,cold,86,MVI_9413,56,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_9490.MOV,cold,86,MVI_9490,68,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_9491.MOV,cold,86,MVI_9491,65,1920,1080,25.0,1.0
/vol/input/Adjectives/88. cold/MVI_9492.MOV,cold,86,MVI_9492,73,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_3750.MOV,colour,87,MVI_3750,59,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_3751.MOV,colour,87,MVI_3751,33,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_3752.MOV,colour,87,MVI_3752,46,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_3897.MOV,colour,87,MVI_3897,82,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_3898.MOV,colour,87,MVI_3898,60,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_3899.MOV,colour,87,MVI_3899,73,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_4048.MOV,colour,87,MVI_4048,54,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_4049.MOV,colour,87,MVI_4049,57,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_4050.MOV,colour,87,MVI_4050,56,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_4218.MOV,colour,87,MVI_4218,59,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_4928.MOV,colour,87,MVI_4928,55,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_4929.MOV,colour,87,MVI_4929,50,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_4930.MOV,colour,87,MVI_4930,52,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_5068.MOV,colour,87,MVI_5068,44,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_5069.MOV,colour,87,MVI_5069,46,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_5070.MOV,colour,87,MVI_5070,54,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_5215.MOV,colour,87,MVI_5215,49,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_5216.MOV,colour,87,MVI_5216,54,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_5217.MOV,colour,87,MVI_5217,42,1920,1080,25.0,1.0
/vol/input/Colours/57. Colour/MVI_8622.MP4,colour,87,MVI_8622,58,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_4541.MOV,computer,88,MVI_4541,80,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_4542.MOV,computer,88,MVI_4542,79,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_4543.MOV,computer,88,MVI_4543,69,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_4544.MOV,computer,88,MVI_4544,78,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_4970.MOV,computer,88,MVI_4970,63,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_4971.MOV,computer,88,MVI_4971,55,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_4972.MOV,computer,88,MVI_4972,68,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_5395.MOV,computer,88,MVI_5395,65,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_5396.MOV,computer,88,MVI_5396,67,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_5397.MOV,computer,88,MVI_5397,69,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_5398.MOV,computer,88,MVI_5398,67,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_9103.MP4,computer,88,MVI_9103,86,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_9104.MP4,computer,88,MVI_9104,85,1920,1080,25.0,1.0
/vol/input/Electronics/55. Computer/MVI_9105.MP4,computer,88,MVI_9105,97,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_5145.MOV,cool,89,MVI_5145,75,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_5146.MOV,cool,89,MVI_5146,67,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_5147.MOV,cool,89,MVI_5147,68,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_5225.MOV,cool,89,MVI_5225,61,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_5226.MOV,cool,89,MVI_5226,51,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_5227.MOV,cool,89,MVI_5227,57,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_5304.MOV,cool,89,MVI_5304,50,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_5305.MOV,cool,89,MVI_5305,48,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_5306.MOV,cool,89,MVI_5306,43,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_9256.MOV,cool,89,MVI_9256,50,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_9257.MOV,cool,89,MVI_9257,46,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_9258.MOV,cool,89,MVI_9258,50,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_9337.MOV,cool,89,MVI_9337,50,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_9338.MOV,cool,89,MVI_9338,59,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_9339.MOV,cool,89,MVI_9339,53,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_9418.MOV,cool,89,MVI_9418,55,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_9419.MOV,cool,89,MVI_9419,50,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_9420.MOV,cool,89,MVI_9420,45,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_9497.MOV,cool,89,MVI_9497,53,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_9498.MOV,cool,89,MVI_9498,53,1920,1080,25.0,1.0
/vol/input/Adjectives/90. cool/MVI_9499.MOV,cool,89,MVI_9499,56,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3284.MOV,court,8,MVI_3284,74,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3285.MOV,court,8,MVI_3285,68,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3286.MOV,court,8,MVI_3286,68,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3287.MOV,court,8,MVI_3287,84,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3365.MOV,court,8,MVI_3365,87,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3366.MOV,court,8,MVI_3366,61,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3367.MOV,court,8,MVI_3367,69,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3370.MOV,court,8,MVI_3370,81,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3452.MOV,court,8,MVI_3452,68,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3453.MOV,court,8,MVI_3453,58,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3454.MOV,court,8,MVI_3454,59,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3455.MOV,court,8,MVI_3455,59,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3531.MOV,court,8,MVI_3531,70,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3532.MOV,court,8,MVI_3532,56,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3533.MOV,court,8,MVI_3533,54,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3534.MOV,court,8,MVI_3534,60,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3609.MOV,court,8,MVI_3609,62,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3610.MOV,court,8,MVI_3610,56,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3611.MOV,court,8,MVI_3611,58,1920,1080,25.0,1.0
/vol/input/Places/23. Court/MVI_3612.MOV,court,8,MVI_3612,61,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_2990.MOV,cow,9,MVI_2990,73,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_2991.MOV,cow,9,MVI_2991,65,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_2992.MOV,cow,9,MVI_2992,91,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_3015.MOV,cow,9,MVI_3015,99,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_3016.MOV,cow,9,MVI_3016,100,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_3017.MOV,cow,9,MVI_3017,91,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_3046.MOV,cow,9,MVI_3046,78,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_3047.MOV,cow,9,MVI_3047,109,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_3048.MOV,cow,9,MVI_3048,123,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_3049.MOV,cow,9,MVI_3049,100,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_3073.MOV,cow,9,MVI_3073,87,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_3074.MOV,cow,9,MVI_3074,84,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_3075.MOV,cow,9,MVI_3075,84,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_3097.MOV,cow,9,MVI_3097,76,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_3098.MOV,cow,9,MVI_3098,77,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_3099.MOV,cow,9,MVI_3099,76,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_4158.MOV,cow,9,MVI_4158,59,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_4159.MOV,cow,9,MVI_4159,50,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_4160.MOV,cow,9,MVI_4160,57,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_8569.MP4,cow,9,MVI_8569,80,1920,1080,25.0,1.0
/vol/input/Animals/5. Cow/MVI_8570.MP4,cow,9,MVI_8570,75,1920,1080,25.0,1.0
/vol/input/People/83. Crowd/MVI_3832.MOV,crowd,90,MVI_3832,57,1920,1080,25.0,1.0
/vol/input/People/83. Crowd/MVI_3833.MOV,crowd,90,MVI_3833,54,1920,1080,25.0,1.0
/vol/input/People/83. Crowd/MVI_3834.MOV,crowd,90,MVI_3834,61,1920,1080,25.0,1.0
/vol/input/People/83. Crowd/MVI_3981.MOV,crowd,90,MVI_3981,74,1920,1080,25.0,1.0
/vol/input/People/83. Crowd/MVI_3982.MOV,crowd,90,MVI_3982,70,1920,1080,25.0,1.0
/vol/input/People/83. Crowd/MVI_3983.MOV,crowd,90,MVI_3983,62,1920,1080,25.0,1.0
/vol/input/People/83. Crowd/MVI_4128.MOV,crowd,90,MVI_4128,57,1920,1080,25.0,1.0
/vol/input/People/83. Crowd/MVI_4129.MOV,crowd,90,MVI_4129,53,1920,1080,25.0,1.0
/vol/input/People/83. Crowd/MVI_4130.MOV,crowd,90,MVI_4130,56,1920,1080,25.0,1.0
